order_detail_id,order_id,product_id,quantity,discount
235,116,118,4,0.25
236,116,34,2,0.01
237,116,94,2,0.25
238,117,76,4,0.16
239,117,41,2,0.06
240,117,82,3,0.07
241,118,169,4,0.03
242,118,109,2,0.01
243,118,147,2,0.24
244,119,35,1,0.05
245,120,68,1,0.13
246,120,190,3,0.25
247,121,51,4,0.21
248,121,7,4,0.26
249,121,112,1,0.08
250,122,114,4,0.11
251,122,41,4,0.2
252,123,42,3,0.12
253,123,55,2,0.25
254,123,170,5,0.0
255,124,120,5,0.07
256,125,89,3,0.0
257,125,197,3,0.14
258,125,157,2,0.12
259,126,69,5,0.25
260,126,33,3,0.02
261,127,88,5,0.14
262,128,185,2,0.18
263,128,170,2,0.22
264,129,151,5,0.09
265,129,149,4,0.05
266,129,187,1,0.12
267,130,153,3,0.19
268,130,42,3,0.22
269,130,185,2,0.18
270,131,190,4,0.05
271,132,172,5,0.22
272,132,187,1,0.2
273,133,107,2,0.1
274,133,145,1,0.28
275,133,170,2,0.07
276,134,131,1,0.16
277,134,181,3,0.21
278,134,103,2,0.19
279,135,153,1,0.06
280,136,138,1,0.21
281,136,148,1,0.04
282,136,183,4,0.23
283,137,89,5,0.11
284,138,162,1,0.27
285,139,90,5,0.29
286,140,19,3,0.25
287,140,188,5,0.17
288,141,112,3,0.08
289,141,189,3,0.27
290,142,52,4,0.12
291,143,10,1,0.25
292,143,173,2,0.12
293,143,123,2,0.23
294,144,170,3,0.28
295,144,58,5,0.13
296,145,179,3,0.04
297,145,64,2,0.29
298,146,93,5,0.16
299,147,90,3,0.25
300,147,100,3,0.07
301,147,149,5,0.07
302,148,11,5,0.02
303,148,60,2,0.29
304,148,117,2,0.14
305,149,172,4,0.27
306,149,189,3,0.05
307,150,84,2,0.04
308,151,178,5,0.24
309,151,51,2,0.1
310,152,188,3,0.23
311,152,71,3,0.1
312,152,20,5,0.14
313,153,55,5,0.04
314,153,199,3,0.24
315,154,178,4,0.17
316,154,131,2,0.05
317,155,97,5,0.03
318,155,108,5,0.26
319,155,28,4,0.1
320,156,7,2,0.22
321,157,61,2,0.24
322,157,33,2,0.3
323,158,95,5,0.19
324,158,59,3,0.04
325,158,101,5,0.07
326,159,190,2,0.08
327,160,130,2,0.29
328,160,119,5,0.12
329,161,125,3,0.29
330,161,43,5,0.28
331,162,48,1,0.1
332,162,94,2,0.15
333,162,122,5,0.16
334,163,25,3,0.17
335,163,25,1,0.29
336,164,136,1,0.19
337,164,111,1,0.11
338,164,66,1,0.27
339,165,20,5,0.24
340,166,33,5,0.1
341,166,10,5,0.14
342,167,81,2,0.12
343,168,127,3,0.18
344,168,115,2,0.21
345,168,124,5,0.19
346,169,61,1,0.06
347,169,60,4,0.11
348,169,116,1,0.17
349,170,138,3,0.27
350,171,11,5,0.09
351,171,39,1,0.15
352,171,91,5,0.2
353,172,34,1,0.28
354,172,35,4,0.11
355,173,69,5,0.13
356,173,87,3,0.12
357,174,19,5,0.18
358,174,99,1,0.22
359,174,66,2,0.15
360,175,34,2,0.25
361,175,81,1,0.04
362,176,146,2,0.18
363,177,184,3,0.29
364,177,183,5,0.23
365,177,55,4,0.17
366,178,2,2,0.11
367,178,137,4,0.28
368,179,194,2,0.04
369,179,80,4,0.17
370,180,37,4,0.02
371,180,40,1,0.22
372,180,21,2,0.11
373,181,30,2,0.05
374,181,94,1,0.02
375,181,24,3,0.19
376,182,28,1,0.25
377,182,193,1,0.19
378,183,39,5,0.27
379,184,154,1,0.28
380,185,27,3,0.19
381,185,156,5,0.01
382,185,18,3,0.25
383,186,34,5,0.01
384,186,173,2,0.14
385,187,116,3,0.18
386,187,99,3,0.27
387,188,58,5,0.06
388,188,82,2,0.06
389,189,149,1,0.17
390,190,77,2,0.22
391,190,91,2,0.17
392,191,67,1,0.07
393,191,123,1,0.26
394,192,103,2,0.14
395,192,65,5,0.23
396,193,143,4,0.23
397,193,3,5,0.03
398,194,200,3,0.28
399,195,96,4,0.15
400,195,149,1,0.15
401,195,102,4,0.2
402,196,126,2,0.22
403,196,89,3,0.14
404,196,12,3,0.26
405,197,116,2,0.19
406,197,41,4,0.13
407,198,116,2,0.04
408,199,67,2,0.04
409,200,186,3,0.09
410,200,86,4,0.11
411,200,15,2,0.08
412,201,35,4,0.22
413,201,181,3,0.03
414,201,62,1,0.29
415,202,13,2,0.18
416,203,137,3,0.15
417,204,68,4,0.18
418,205,85,5,0.16
419,205,5,2,0.02
420,206,197,2,0.11
421,206,10,4,0.12
422,207,146,2,0.16
423,207,88,1,0.2
424,207,121,4,0.15
425,208,128,5,0.14
426,208,94,2,0.26
427,209,142,1,0.0
428,209,12,1,0.14
429,210,24,4,0.07
430,210,3,4,0.12
431,210,2,5,0.05
432,211,137,4,0.3
433,211,167,2,0.27
434,212,191,3,0.06
435,213,52,2,0.28
436,213,195,3,0.0
437,213,85,1,0.17
438,214,84,3,0.05
439,214,177,1,0.04
440,214,126,2,0.23
441,215,178,1,0.19
442,216,124,3,0.13
443,216,131,3,0.18
444,216,151,5,0.22
445,217,15,3,0.26
446,218,37,3,0.2
447,218,121,1,0.16
448,219,128,4,0.22
449,220,133,3,0.12
450,220,21,5,0.13
451,220,50,4,0.08
452,221,87,2,0.08
453,222,4,2,0.12
454,222,157,1,0.05
455,223,72,5,0.1
456,224,16,4,0.28
457,225,130,5,0.14
458,225,78,1,0.25
459,225,64,2,0.02
460,226,177,2,0.03
461,226,117,2,0.19
462,226,35,2,0.04
463,227,27,5,0.18
464,228,49,3,0.03
465,228,199,5,0.11
466,229,152,4,0.19
467,230,34,3,0.19
468,231,136,1,0.04
469,231,167,3,0.02
470,231,103,5,0.16
471,232,185,4,0.11
472,232,66,5,0.26
473,233,141,2,0.02
474,233,159,4,0.16
475,234,45,3,0.24
476,234,89,2,0.18
477,234,51,5,0.13
478,235,25,1,0.3
479,235,156,3,0.13
480,235,26,1,0.09
481,236,7,3,0.19
482,236,69,2,0.25
483,236,189,3,0.09
484,237,74,3,0.11
485,238,125,5,0.27
486,238,59,1,0.19
487,238,41,4,0.05
488,239,27,3,0.08
489,240,114,3,0.03
490,240,142,1,0.27
491,241,167,5,0.06
492,241,140,2,0.3
493,242,199,2,0.21
494,242,30,3,0.01
495,243,37,1,0.04
496,243,72,4,0.13
497,243,71,1,0.17
498,244,130,4,0.03
499,244,107,2,0.11
500,245,127,4,0.18
501,246,157,2,0.28
502,247,74,1,0.06
503,248,100,5,0.2
504,249,115,5,0.23
505,249,91,4,0.2
506,250,149,2,0.11
507,251,21,1,0.14
508,251,19,1,0.03
509,251,117,5,0.17
510,252,102,2,0.24
511,252,29,2,0.12
512,252,65,4,0.12
513,253,95,3,0.03
514,253,159,1,0.19
515,254,152,4,0.17
516,254,106,4,0.26
517,254,139,3,0.11
518,255,13,5,0.26
519,255,62,2,0.14
520,256,21,2,0.25
521,256,121,1,0.21
522,256,187,1,0.2
523,257,20,1,0.11
524,258,5,4,0.16
525,258,194,4,0.19
526,259,72,4,0.14
527,259,166,3,0.02
528,260,32,3,0.14
529,261,133,5,0.05
530,262,31,1,0.22
531,262,161,3,0.25
532,263,174,2,0.09
533,264,55,4,0.04
534,264,58,4,0.14
535,265,148,3,0.23
536,266,28,1,0.3
537,267,14,3,0.05
538,268,130,3,0.03
539,268,8,2,0.25
540,268,170,3,0.03
541,269,189,3,0.12
542,270,128,5,0.1
543,270,45,1,0.1
544,271,183,5,0.18
545,272,130,5,0.06
546,273,95,5,0.03
547,274,145,2,0.17
548,274,104,2,0.11
549,275,135,1,0.22
550,275,90,3,0.06
551,276,154,5,0.28
552,276,166,1,0.27
553,276,64,2,0.19
554,277,30,2,0.3
555,277,18,1,0.3
556,277,67,2,0.26
557,278,136,4,0.06
558,279,110,5,0.07
559,279,66,3,0.16
560,279,57,4,0.03
561,280,89,1,0.23
562,280,97,4,0.07
563,281,195,5,0.17
564,282,20,4,0.04
565,282,140,4,0.27
566,282,89,3,0.06
567,283,139,4,0.24
568,283,29,4,0.09
569,284,20,5,0.28
570,284,44,5,0.06
571,284,29,1,0.13
572,285,29,3,0.13
573,286,109,4,0.3
574,286,122,1,0.06
575,286,120,2,0.12
576,287,97,1,0.05
577,287,83,5,0.18
578,287,177,5,0.07
579,288,41,5,0.08
580,288,140,5,0.22
581,289,83,5,0.19
582,289,115,3,0.2
583,290,4,3,0.18
584,290,29,4,0.23
585,291,37,4,0.25
586,292,107,4,0.23
587,292,198,5,0.08
588,292,55,5,0.19
589,293,65,5,0.27
590,293,116,4,0.19
591,294,11,1,0.07
592,294,15,3,0.11
593,294,152,2,0.09
594,295,39,5,0.19
595,295,68,2,0.15
596,296,144,5,0.13
597,296,180,3,0.17
598,297,2,4,0.19
599,297,147,3,0.22
600,297,186,2,0.17
601,298,33,1,0.12
602,298,139,3,0.27
603,298,45,2,0.25
604,299,175,2,0.04
605,299,188,3,0.06
606,299,47,2,0.24
607,300,158,4,0.04
608,300,70,2,0.07
609,300,65,5,0.3
610,301,156,1,0.12
611,301,17,2,0.18
612,301,174,3,0.21
613,302,10,5,0.22
614,302,166,4,0.06
615,303,114,1,0.23
616,303,164,5,0.25
617,304,107,5,0.17
618,305,88,2,0.19
619,305,88,3,0.23
620,305,146,3,0.21
621,306,57,1,0.11
622,306,37,1,0.14
623,307,29,5,0.3
624,308,3,2,0.18
625,308,38,1,0.05
626,308,170,5,0.1
627,309,121,1,0.05
628,309,35,2,0.2
629,309,38,1,0.27
630,310,79,3,0.18
631,310,177,5,0.11
632,310,90,4,0.07
633,311,149,3,0.21
634,312,156,3,0.02
635,313,80,5,0.24
636,314,155,2,0.12
637,314,129,2,0.2
638,314,171,5,0.23
639,315,134,5,0.17
640,316,71,2,0.13
641,316,12,5,0.19
642,316,43,5,0.29
643,317,37,2,0.24
644,317,2,4,0.07
645,317,61,1,0.24
646,318,109,5,0.26
647,318,26,4,0.27
648,319,145,3,0.22
649,319,87,3,0.1
650,319,148,5,0.13
651,320,20,1,0.21
652,320,96,1,0.02
653,321,136,5,0.04
654,321,159,4,0.03
655,322,50,3,0.26
656,322,1,4,0.01
657,322,60,1,0.07
658,323,41,3,0.02
659,323,80,3,0.17
660,323,6,2,0.27
661,324,82,5,0.03
662,324,57,2,0.09
663,325,46,3,0.07
664,325,115,3,0.03
665,326,135,2,0.25
666,327,87,1,0.25
667,327,36,4,0.2
668,327,25,1,0.29
669,328,149,1,0.29
670,328,185,5,0.03
671,328,134,1,0.12
672,329,117,2,0.2
673,329,144,5,0.11
674,330,64,5,0.2
675,330,139,1,0.03
676,331,83,2,0.07
677,331,61,5,0.26
678,332,171,2,0.13
679,333,181,5,0.23
680,333,23,1,0.12
681,333,72,5,0.27
682,334,60,3,0.27
683,334,22,4,0.27
684,335,195,3,0.17
685,335,60,3,0.01
686,336,119,2,0.12
687,336,92,4,0.02
688,337,75,3,0.03
689,337,82,5,0.07
690,338,126,2,0.24
691,338,21,3,0.25
692,339,132,3,0.18
693,339,157,5,0.03
694,340,179,1,0.0
695,341,24,4,0.12
696,341,147,2,0.21
697,341,105,1,0.28
698,342,5,5,0.01
699,343,91,2,0.18
700,343,148,1,0.25
701,343,152,3,0.27
702,344,36,1,0.17
703,344,170,4,0.07
704,344,181,4,0.11
705,345,71,1,0.15
706,345,163,5,0.12
707,345,158,4,0.29
708,346,71,4,0.09
709,347,188,4,0.13
710,348,50,1,0.05
711,349,140,4,0.18
712,349,130,2,0.25
713,350,194,2,0.01
714,350,44,2,0.15
715,351,197,5,0.05
716,352,138,3,0.1
717,352,90,3,0.28
718,353,130,5,0.03
719,354,113,3,0.12
720,355,30,1,0.29
721,355,56,3,0.12
722,356,190,5,0.17
723,356,185,1,0.05
724,356,100,3,0.22
725,357,130,4,0.04
726,357,38,3,0.0
727,358,40,3,0.13
728,358,85,1,0.03
729,359,182,2,0.11
730,359,143,2,0.06
731,359,20,1,0.16
732,360,154,2,0.29
733,360,143,3,0.09
734,361,7,2,0.18
735,361,161,3,0.3
736,362,74,4,0.15
737,362,107,3,0.1
738,362,113,4,0.11
739,363,55,2,0.19
740,363,41,5,0.14
741,364,170,1,0.01
742,364,60,5,0.29
743,365,88,1,0.15
744,366,12,3,0.07
745,366,105,2,0.24
746,367,72,1,0.03
747,367,8,1,0.12
748,367,15,2,0.16
749,368,58,2,0.02
750,368,8,3,0.03
751,369,173,2,0.09
752,370,1,1,0.16
753,370,150,1,0.27
754,370,93,3,0.14
755,371,186,4,0.01
756,372,179,4,0.07
757,373,62,4,0.18
758,374,184,2,0.03
759,375,184,3,0.3
760,375,163,4,0.04
761,376,71,5,0.1
762,377,85,2,0.0
763,378,188,3,0.17
764,378,111,4,0.15
765,378,156,4,0.26
766,379,54,5,0.04
767,380,184,2,0.29
768,380,127,4,0.13
769,381,107,5,0.28
770,381,70,4,0.01
771,382,111,4,0.25
772,382,28,3,0.19
773,382,188,2,0.29
774,383,35,5,0.18
775,383,198,1,0.27
776,384,127,4,0.23
777,384,143,1,0.23
778,384,166,1,0.05
779,385,159,3,0.15
780,385,84,4,0.17
781,385,95,4,0.01
782,386,27,4,0.24
783,387,151,4,0.24
784,387,17,5,0.11
785,387,19,1,0.26
786,388,50,4,0.24
787,388,167,4,0.22
788,389,97,5,0.08
789,389,49,2,0.21
790,389,124,4,0.2
791,390,11,2,0.19
792,390,21,2,0.29
793,390,49,4,0.15
794,391,7,3,0.06
795,391,153,5,0.2
796,391,190,3,0.27
797,392,29,3,0.12
798,392,133,3,0.22
799,392,71,4,0.2
800,393,18,4,0.29
801,393,119,3,0.13
802,393,21,3,0.18
803,394,170,5,0.06
804,395,187,1,0.04
805,395,74,4,0.17
806,396,53,3,0.29
807,396,172,2,0.25
808,397,37,1,0.03
809,398,59,5,0.29
810,398,46,3,0.01
811,398,30,3,0.08
812,399,81,3,0.25
813,399,60,4,0.19
814,400,132,2,0.3
815,400,12,1,0.28
816,401,87,1,0.27
817,402,195,3,0.11
818,402,155,4,0.0
819,402,4,1,0.29
820,403,16,1,0.18
821,403,77,4,0.27
822,403,195,5,0.17
823,404,195,3,0.27
824,404,129,4,0.11
825,404,187,1,0.14
826,405,141,1,0.29
827,405,154,3,0.19
828,405,23,5,0.21
829,406,118,4,0.17
830,406,19,4,0.14
831,407,71,2,0.06
832,407,116,3,0.02
833,408,3,4,0.23
834,409,51,2,0.14
835,410,78,3,0.02
836,410,135,5,0.15
837,411,69,1,0.07
838,411,115,5,0.0
839,412,71,2,0.13
840,412,103,3,0.21
841,413,120,2,0.17
842,413,30,1,0.05
843,414,36,3,0.24
844,414,93,5,0.24
845,414,142,5,0.22
846,415,121,1,0.07
847,415,120,3,0.05
848,416,29,4,0.12
849,416,132,4,0.09
850,416,44,4,0.21
851,417,173,5,0.11
852,417,108,5,0.13
853,417,94,4,0.12
854,418,46,4,0.08
855,418,76,2,0.12
856,419,95,5,0.1
857,419,149,2,0.18
858,420,40,3,0.25
859,420,77,3,0.19
860,421,41,2,0.26
861,421,3,4,0.13
862,422,86,1,0.0
863,422,117,2,0.01
864,423,103,4,0.2
865,424,184,2,0.17
866,424,194,5,0.25
867,424,169,5,0.19
868,425,46,4,0.15
869,425,12,5,0.19
870,425,75,1,0.17
871,426,124,1,0.27
872,427,95,5,0.2
873,427,155,2,0.17
874,427,161,2,0.12
875,428,53,3,0.2
876,428,51,5,0.26
877,429,133,3,0.18
878,430,23,3,0.24
879,430,2,4,0.01
880,431,134,2,0.08
881,432,144,4,0.22
882,432,81,2,0.26
883,432,30,2,0.2
884,433,36,4,0.03
885,433,5,3,0.24
886,434,177,1,0.21
887,435,160,1,0.0
888,436,114,4,0.06
889,436,169,5,0.23
890,437,141,1,0.23
891,438,3,3,0.18
892,439,97,4,0.16
893,439,195,4,0.19
894,440,146,5,0.03
895,440,25,1,0.1
896,441,90,4,0.1
897,441,185,3,0.13
898,442,149,2,0.22
899,442,116,5,0.07
900,442,77,2,0.21
901,443,56,1,0.27
902,444,33,4,0.08
903,444,7,2,0.21
904,444,146,5,0.22
905,445,190,4,0.21
906,445,167,3,0.04
907,446,126,4,0.02
908,447,109,5,0.04
909,448,199,5,0.28
910,448,114,3,0.13
911,448,138,1,0.07
912,449,172,2,0.15
913,449,92,3,0.11
914,450,91,3,0.06
915,450,81,3,0.03
916,450,23,1,0.01
917,451,193,4,0.17
918,451,114,3,0.11
919,452,61,3,0.15
920,453,12,4,0.28
921,453,143,2,0.12
922,454,150,5,0.25
923,455,88,3,0.08
924,455,90,1,0.18
925,455,165,4,0.01
926,456,47,5,0.29
927,456,153,1,0.16
928,456,38,3,0.15
929,457,31,5,0.08
930,457,143,1,0.01
931,457,59,4,0.06
932,458,56,1,0.2
933,458,133,2,0.11
934,459,148,4,0.25
935,459,71,5,0.18
936,459,165,5,0.07
937,460,55,4,0.26
938,460,123,4,0.04
939,460,199,1,0.08
940,461,73,3,0.05
941,461,42,3,0.07
942,461,25,4,0.11
943,462,188,3,0.25
944,462,170,2,0.09
945,462,47,3,0.19
946,463,114,1,0.03
947,463,126,3,0.15
948,464,81,4,0.07
949,464,185,5,0.2
950,465,45,4,0.03
951,465,162,1,0.06
952,465,194,4,0.11
953,466,94,2,0.21
954,467,158,4,0.2
955,467,32,5,0.25
956,467,183,1,0.02
957,468,197,4,0.11
958,468,28,3,0.2
959,469,12,3,0.03
960,469,52,4,0.27
961,470,87,5,0.12
962,470,84,4,0.18
963,470,160,3,0.16
964,471,177,4,0.23
965,471,1,3,0.22
966,471,114,2,0.19
967,472,51,1,0.02
968,472,107,5,0.04
969,473,69,2,0.19
970,473,132,5,0.28
971,473,148,3,0.11
972,474,73,1,0.04
973,475,81,4,0.15
974,475,140,5,0.19
975,475,145,4,0.05
976,476,43,1,0.02
977,476,123,2,0.21
978,476,52,1,0.03
979,477,75,4,0.08
980,478,4,4,0.07
981,478,8,5,0.24
982,479,180,1,0.14
983,480,99,3,0.1
984,480,95,1,0.05
985,480,41,3,0.06
986,481,48,3,0.29
987,482,15,4,0.1
988,482,13,2,0.24
989,482,34,1,0.29
990,483,64,3,0.01
991,484,94,3,0.18
992,484,108,2,0.13
993,485,22,5,0.11
994,486,158,1,0.22
995,486,94,1,0.06
996,487,56,2,0.07
997,487,67,2,0.14
998,487,64,1,0.18
999,488,173,1,0.08
1000,488,109,4,0.06
1001,488,199,3,0.21
1002,489,140,3,0.25
1003,489,157,4,0.22
1004,490,21,3,0.01
1005,490,56,1,0.14
1006,490,181,3,0.02
1007,491,199,2,0.13
1008,492,20,2,0.12
1009,493,188,3,0.12
1010,493,160,5,0.18
1011,493,100,5,0.12
1012,494,173,3,0.17
1013,495,29,5,0.16
1014,495,122,4,0.08
1015,496,94,2,0.03
1016,497,173,2,0.1
1017,497,70,5,0.27
1018,497,110,1,0.29
1019,498,38,2,0.2
1020,498,95,2,0.16
1021,498,121,1,0.15
1022,499,78,3,0.19
1023,499,116,5,0.02
1024,499,186,4,0.07
1025,500,57,2,0.03
1026,501,76,4,0.04
1027,502,129,2,0.11
1028,502,137,5,0.19
1029,503,9,2,0.1
1030,503,171,5,0.21
1031,504,129,1,0.13
1032,505,111,1,0.07
1033,506,169,1,0.03
1034,507,171,2,0.07
1035,507,193,1,0.21
1036,508,158,1,0.08
1037,509,49,1,0.01
1038,509,8,5,0.19
1039,509,116,1,0.24
1040,510,82,3,0.0
1041,510,193,5,0.02
1042,511,170,5,0.02
1043,511,118,5,0.05
1044,511,88,3,0.08
1045,512,8,1,0.19
1046,513,49,4,0.12
1047,513,64,4,0.24
1048,513,46,1,0.21
1049,514,80,1,0.11
1050,515,153,3,0.1
1051,515,175,1,0.14
1052,515,120,3,0.06
1053,516,129,4,0.19
1054,516,121,5,0.03
1055,517,166,4,0.13
1056,517,178,1,0.22
1057,518,107,1,0.23
1058,518,173,3,0.04
1059,518,133,1,0.05
1060,519,15,3,0.04
1061,519,177,4,0.16
1062,520,24,2,0.18
1063,520,44,3,0.28
1064,521,84,5,0.08
1065,522,143,1,0.21
1066,522,106,4,0.28
1067,523,80,5,0.29
1068,524,155,4,0.07
1069,525,182,4,0.2
1070,525,124,1,0.25
1071,526,39,4,0.17
1072,527,114,1,0.16
1073,527,47,1,0.18
1074,527,97,5,0.29
1075,528,16,1,0.24
1076,529,159,5,0.13
1077,530,88,3,0.11
1078,531,129,5,0.11
1079,531,171,5,0.03
1080,532,17,5,0.09
1081,533,80,5,0.09
1082,534,62,5,0.21
1083,535,79,2,0.27
1084,535,63,2,0.16
1085,535,84,4,0.16
1086,536,127,1,0.08
1087,536,81,3,0.06
1088,537,112,1,0.21
1089,537,141,5,0.14
1090,537,86,5,0.24
1091,538,20,4,0.07
1092,538,137,4,0.0
1093,538,111,2,0.14
1094,539,118,4,0.27
1095,539,129,2,0.2
1096,540,22,5,0.06
1097,541,138,1,0.16
1098,542,87,3,0.23
1099,543,69,3,0.16
1100,544,10,1,0.26
1101,545,50,2,0.17
1102,545,184,1,0.04
1103,546,158,1,0.27
1104,546,185,3,0.2
1105,546,117,5,0.17
1106,547,157,2,0.08
1107,547,26,1,0.14
1108,548,136,3,0.17
1109,548,20,1,0.26
1110,548,78,4,0.24
1111,549,148,4,0.23
1112,550,2,4,0.02
1113,551,132,1,0.06
1114,552,191,4,0.12
1115,552,72,4,0.05
1116,552,62,3,0.25
1117,553,96,4,0.2
1118,553,92,5,0.03
1119,553,114,4,0.21
1120,554,93,3,0.13
1121,554,110,5,0.2
1122,555,186,2,0.3
1123,555,136,3,0.06
1124,555,189,4,0.02
1125,556,107,3,0.0
1126,557,159,2,0.09
1127,558,35,1,0.1
1128,559,153,1,0.19
1129,559,188,1,0.14
1130,559,4,4,0.27
1131,560,69,1,0.2
1132,560,148,4,0.23
1133,561,155,4,0.15
1134,561,10,2,0.22
1135,562,123,2,0.21
1136,562,57,2,0.29
1137,563,120,3,0.16
1138,564,170,1,0.2
1139,565,99,2,0.21
1140,565,190,5,0.06
1141,565,75,1,0.27
1142,566,64,4,0.27
1143,566,70,1,0.25
1144,567,27,5,0.09
1145,567,15,3,0.15
1146,567,188,3,0.18
1147,568,199,1,0.28
1148,569,89,4,0.25
1149,569,192,1,0.27
1150,570,190,1,0.17
